Frequency[Hz],S11/dB,S11/phase[deg],S11/unwrapped_phase[deg]
2694102000,-6.795059857556733,81.82404296143223,-998.1759570385677
2700100000,-23.03870637085298,-122.28840849113625,-842.2884084911362
2706098000,-20.296082897289903,61.96026272383242,-1018.0397372761676
2712096000,-25.397818986140535,98.40252036296437,-981.5974796370356
2718094000,-19.311958715055418,43.27064689265139,-1036.7293531073485
2724092000,-20.534744410422835,53.63995180372487,-1026.360048196275
2730090000,-14.183590762426707,56.19758516107563,-1023.8024148389244
2736088000,-10.785205624895816,38.5137388691792,-1041.4862611308208
2742086000,-18.874938192114413,19.070105709536026,-1060.929894290464
2748084000,-16.81059263636437,73.80524218011115,-1006.1947578198889
2754082000,-20.798394797880274,20.179494896247906,-1059.820505103752
2760080000,-12.405115010424142,38.504760632711765,-1041.4952393672881
2766078000,-14.36863699583152,48.163873496584124,-1031.836126503416
2772076000,-19.43383943804054,17.677212418049386,-1062.3227875819507
2778074000,-11.993603795582459,27.509555737822776,-1052.4904442621773
2784072000,-18.312927955545195,13.166749094441485,-1066.8332509055585
2790070000,-15.765542845706047,34.53004943760101,-1045.469950562399
2796068000,-13.76844066425991,45.32254608328481,-1034.6774539167152
2802066000,-16.504968785885247,66.13699342086281,-1013.8630065791372
2808064000,-16.292417670277484,55.06103313629684,-1024.9389668637032
2814062000,-18.97529686280839,38.58116492345805,-1041.4188350765419
2820060000,-15.373656296659878,43.30616462524422,-1036.6938353747557
2826058000,-16.39109087776647,26.51155375420224,-1053.4884462457978
2832056000,-16.751705127734546,17.975038697106545,-1062.0249613028934
2838054000,-15.830727417387342,34.648477179047354,-1045.3515228209526
2844052000,-15.724976861062776,37.21636470462233,-1042.7836352953777
2850050000,-13.578368989196694,-12.335578562332552,-1092.3355785623326
2856048000,-14.406904054677362,16.508675659685593,-1063.4913243403143
2862046000,-17.60273075645197,5.958550578751434,-1074.0414494212487
2868044000,-16.81614061707888,10.500419186988765,-1069.4995808130113
2874042000,-14.50845456535895,15.412392467302402,-1064.5876075326976
2880040000,-12.941228245628078,21.43523574276592,-1058.5647642572342
2886038000,-11.892504108804491,38.28446763917517,-1041.715532360825
2892036000,-10.900783998526789,17.346292371724775,-1062.6537076282752
2898034000,-12.145426653521907,33.28798177025846,-1046.7120182297415
2904032000,-10.845470176533622,22.152306075322386,-1057.8476939246775
2910030000,-11.051439224075592,13.51234082889968,-1066.4876591711004
2916028000,-13.007002947589521,20.613653412263908,-1059.3863465877362
2922026000,-13.383758491873472,2.853136546424668,-1077.1468634535754
2928024000,-11.798057142812352,14.75676310105974,-1065.2432368989403
2934022000,-9.742793360648733,3.676211645507944,-1076.323788354492
2940020000,-12.23142028372235,11.272940323592596,-1068.7270596764074
2946018000,-10.407675190966316,-4.157604326382747,-1084.1576043263829
2952016000,-10.531779437957168,6.454939600447219,-1073.5450603995528
2958014000,-11.297495250902553,14.166800924818665,-1065.8331990751813
2964012000,-14.01504940987698,17.339159504909112,-1062.660840495091
2970010000,-15.151550376157559,-16.663275285744984,-1096.663275285745
2976008000,-9.761583528493839,-16.433805189727604,-1096.4338051897275
2982006000,-10.960879156406715,-13.236170751843263,-1093.2361707518432
2988004000,-8.646593430267808,-26.006031875510597,-1106.0060318755106
2994002000,-9.651845316798724,-26.61670664014119,-1106.6167066401413
3000000000,-8.473280783664338,-30.200350699339282,-1110.2003506993392
