Frequency[Hz],S11/dB,S11/phase[deg],S11/unwrapped_phase[deg]
2640120000,-10.192495205299107,-116.52708139483099,-1196.527081394831
2646118000,-6.192368648292085,-123.94993901232223,-1203.9499390123221
2652116000,-8.033493574673685,-134.28352836664715,-1214.2835283666473
2658114000,-8.436141445640349,-132.37707975420753,-1212.3770797542074
2664112000,-8.147883185316081,-143.19157533653572,-1223.1915753365356
2670110000,-6.736366288925469,-138.7102232162033,-1218.7102232162033
2676108000,-8.046304374436366,-151.47310365122436,-1231.4731036512244
2682106000,-7.379066973033993,-150.0875023872932,-1230.0875023872932
2688104000,-6.001457134953425,-159.22528941768783,-1239.225289417688
2694102000,-5.231239960125694,-141.65229689740264,-1221.6522968974027
2700100000,-6.643380815981864,-153.52189025296713,-1233.521890252967
2706098000,-8.72362600502584,-156.58573882471873,-1236.5857388247186
2712096000,-6.6960131767732705,-170.69702308434336,-1250.6970230843433
2718094000,-7.007833419730606,-168.55235182020627,-1248.5523518202062
2724092000,-5.509438310437366,-174.95306166631215,-1254.9530616663121
2730090000,-6.201695166214165,-169.4070515515539,-1249.4070515515539
2736088000,-6.193338538990007,-171.8221038759934,-1251.8221038759934
2742086000,-6.841711917789388,-176.02037261280597,-1256.0203726128059
2748084000,-6.942155644516301,179.98724295595542,-1260.0127570440445
2754082000,-6.44075744562957,172.78968843699093,-1267.210311563009
2760080000,-6.0026614678633425,168.50847507446443,-1271.4915249255355
2766078000,-6.720641044855004,170.32938902792318,-1269.6706109720767
2772076000,-5.996763367095203,170.32625188649487,-1269.673748113505
2778074000,-5.631353634117673,167.05011221477025,-1272.9498877852297
2784072000,-5.891801676624594,168.41847745304366,-1271.5815225469564
2790070000,-5.254520500748637,161.4676681560534,-1278.5323318439466
2796068000,-5.6776071060266045,160.60209970614622,-1279.3979002938538
2802066000,-5.159132166789922,154.2861023998895,-1285.7138976001106
2808064000,-4.674511933322654,154.0015248835932,-1285.9984751164068
2814062000,-4.918458206997722,149.0101366133565,-1290.9898633866435
2820060000,-5.352675921207727,145.29419581917676,-1294.7058041808232
2826058000,-4.639786624075212,149.6630712857319,-1290.3369287142682
2832056000,-5.039037295126358,145.560768288687,-1294.439231711313
2838054000,-4.605348043869367,143.54863793758815,-1296.4513620624118
2844052000,-4.497323515735608,135.36858802555713,-1304.631411974443
2850050000,-5.047396491411248,128.32648952924495,-1311.673510470755
2856048000,-5.503717909572401,130.00206599184781,-1309.9979340081522
2862046000,-4.978053154990149,127.63913410033064,-1312.3608658996693
2868044000,-5.047452870959097,120.99360677743562,-1319.0063932225644
2874042000,-4.522936521678539,114.42623459303907,-1325.573765406961
2880040000,-4.74960189160501,117.0969507645998,-1322.9030492354002
2886038000,-4.93339144717756,106.42422805624281,-1333.5757719437572
2892036000,-5.160531968517023,100.08925427596124,-1339.9107457240389
2898034000,-3.1954768000014693,99.80038959676023,-1340.1996104032398
2904032000,-4.498215000494627,98.0091077146652,-1341.990892285335
2910030000,-3.4614768238035794,94.53000855384057,-1345.4699914461594
2916028000,-3.547175858038922,96.75945170544543,-1343.2405482945546
2922026000,-2.5446206436174497,90.730523115341,-1349.269476884659
2928024000,-4.542590668489716,89.6409693163096,-1350.3590306836904
2934022000,-3.2617312513531083,80.53610383866376,-1359.4638961613362
2940020000,-4.148250643244752,82.90659060211154,-1357.0934093978885
2946018000,-3.8225838406044477,77.6945711322766,-1362.3054288677233
2952016000,-3.4340946830139063,76.45217772531635,-1363.5478222746838
2958014000,-3.9875730063261927,71.96735828085991,-1368.03264171914
2964012000,-3.957497060412382,64.42834808108714,-1375.571651918913
2970010000,-3.693915453837623,61.460579639718425,-1378.5394203602816
2976008000,-3.773953027026307,60.999916363008,-1379.000083636992
2982006000,-3.625944897211543,56.15148069010685,-1383.8485193098932
2988004000,-4.533699551445439,52.36626739042969,-1387.6337326095704
2994002000,-4.778506579710854,51.428979618573784,-1388.5710203814263
3000000000,-4.000172317227511,45.54885456803932,-1394.4511454319606
