Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad),,Input time stamp disturbance C1 (s) ,Input Angular Position  disturbance C1 (rad),Output time stamp  disturbance C1 (s),Output Angular Position C1 disturbance (rad),,Input time stamp disturbance C2 (s) ,Input Angular Position  disturbance C2 (rad),Output time stamp  disturbance C2 (s),Output Angular Position C2 disturbance (rad)
3.74,6.2832,3.74,6.2219,,3.74,274,3.74,269.99,,3.74,27.4,3.74,26.8757,,3.74,6.2832,3.74,4.99777,,3.74,274,3.74,250.223
3.742,6.2832,3.742,6.2219,,3.742,274.2,3.742,270.18,,3.742,27.42,3.742,26.8941,,3.742,6.2832,3.742,4.9947,,3.742,274.2,3.742,250.518
3.744,6.2832,3.744,6.2219,,3.744,274.4,3.744,270.368,,3.744,27.44,3.744,26.9125,,3.744,6.2832,3.744,4.99164,,3.744,274.4,3.744,250.803
3.746,6.2832,3.746,6.2219,,3.746,274.6,3.746,270.561,,3.746,27.46,3.746,26.9309,,3.746,6.2832,3.746,4.98857,,3.746,274.6,3.746,251.088
3.748,6.2832,3.748,6.2219,,3.748,274.8,3.748,270.748,,3.748,27.48,3.748,26.9524,,3.748,6.2832,3.748,4.9855,,3.748,274.8,3.748,251.377
3.75,6.2832,3.75,6.2219,,3.75,275,3.75,270.935,,3.75,27.5,3.75,26.9708,,3.75,6.2832,3.75,4.9855,,3.75,275,3.75,251.662
3.752,6.2832,3.752,6.2219,,3.752,275.2,3.752,271.125,,3.752,27.52,3.752,26.9892,,3.752,6.2832,3.752,4.98243,,3.752,275.2,3.752,251.953
3.754,6.2832,3.754,6.2219,,3.754,275.4,3.754,271.312,,3.754,27.54,3.754,27.0076,,3.754,6.2832,3.754,4.98243,,3.754,275.4,3.754,252.251
3.756,6.2832,3.756,6.2219,,3.756,275.6,3.756,271.503,,3.756,27.56,3.756,27.0291,,3.756,6.2832,3.756,4.97936,,3.756,275.6,3.756,252.542
3.758,6.2832,3.758,6.2219,,3.758,275.8,3.758,271.696,,3.758,27.58,3.758,27.0475,,3.758,6.2832,3.758,4.97936,,3.758,275.8,3.758,252.834
3.76,6.2832,3.76,6.2219,,3.76,276,3.76,271.883,,3.76,27.6,3.76,27.0659,,3.76,6.2832,3.76,4.97936,,3.76,276,3.76,253.125
3.762,6.2832,3.762,6.2219,,3.762,276.2,3.762,272.07,,3.762,27.62,3.762,27.0843,,3.762,6.2832,3.762,4.97936,,3.762,276.2,3.762,253.417
3.764,6.2832,3.764,6.2219,,3.764,276.4,3.764,272.257,,3.764,27.64,3.764,27.1027,,3.764,6.2832,3.764,4.97936,,3.764,276.4,3.764,253.714
3.766,6.2832,3.766,6.2219,,3.766,276.6,3.766,272.448,,3.766,27.66,3.766,27.1242,,3.766,6.2832,3.766,4.97936,,3.766,276.6,3.766,254.009
3.768,6.2832,3.768,6.2219,,3.768,276.8,3.768,272.635,,3.768,27.68,3.768,27.1426,,3.768,6.2832,3.768,4.97936,,3.768,276.8,3.768,254.307
3.77,6.2832,3.77,6.2219,,3.77,277,3.77,272.825,,3.77,27.7,3.77,27.161,,3.77,6.2832,3.77,4.97936,,3.77,277,3.77,254.61
3.772,6.2832,3.772,6.2219,,3.772,277.2,3.772,273.015,,3.772,27.72,3.772,27.1794,,3.772,6.2832,3.772,4.97936,,3.772,277.2,3.772,254.908
3.774,6.2832,3.774,6.2219,,3.774,277.4,3.774,273.208,,3.774,27.74,3.774,27.2009,,3.774,6.2832,3.774,4.98243,,3.774,277.4,3.774,255.205
3.776,6.2832,3.776,6.2219,,3.776,277.6,3.776,273.396,,3.776,27.76,3.776,27.2193,,3.776,6.2832,3.776,4.98243,,3.776,277.6,3.776,255.512
3.778,6.2832,3.778,6.2219,,3.778,277.8,3.778,273.583,,3.778,27.78,3.778,27.2377,,3.778,6.2832,3.778,4.9855,,3.778,277.8,3.778,255.816
3.78,6.2832,3.78,6.2219,,3.78,278,3.78,273.773,,3.78,27.8,3.78,27.2561,,3.78,6.2832,3.78,4.98857,,3.78,278,3.78,256.12
3.782,6.2832,3.782,6.2219,,3.782,278.2,3.782,273.96,,3.782,27.82,3.782,27.2776,,3.782,6.2832,3.782,4.98857,,3.782,278.2,3.782,256.423
3.784,6.2832,3.784,6.2219,,3.784,278.4,3.784,274.15,,3.784,27.84,3.784,27.296,,3.784,6.2832,3.784,4.99164,,3.784,278.4,3.784,256.727
3.786,6.2832,3.786,6.2219,,3.786,278.6,3.786,274.341,,3.786,27.86,3.786,27.3144,,3.786,6.2832,3.786,4.99777,,3.786,278.6,3.786,257.025
3.788,6.2832,3.788,6.2219,,3.788,278.8,3.788,274.528,,3.788,27.88,3.788,27.3359,,3.788,6.2832,3.788,4.99777,,3.788,278.8,3.788,257.329
3.79,6.2832,3.79,6.2219,,3.79,279,3.79,274.724,,3.79,27.9,3.79,27.3543,,3.79,6.2832,3.79,5.00391,,3.79,279,3.79,257.632
3.792,6.2832,3.792,6.2219,,3.792,279.2,3.792,274.911,,3.792,27.92,3.792,27.3727,,3.792,6.2832,3.792,5.00698,,3.792,279.2,3.792,257.942
3.794,6.2832,3.794,6.2219,,3.794,279.4,3.794,275.101,,3.794,27.94,3.794,27.3911,,3.794,6.2832,3.794,5.01004,,3.794,279.4,3.794,258.249
3.796,6.2832,3.796,6.2219,,3.796,279.6,3.796,275.289,,3.796,27.96,3.796,27.4126,,3.796,6.2832,3.796,5.01618,,3.796,279.6,3.796,258.559
3.798,6.2832,3.798,6.2219,,3.798,279.8,3.798,275.479,,3.798,27.98,3.798,27.431,,3.798,6.2832,3.798,5.01925,,3.798,279.8,3.798,258.875
3.8,6.2832,3.8,6.2219,,3.8,280,3.8,275.666,,3.8,28,3.8,27.4494,,3.8,6.2832,3.8,5.02538,,3.8,280,3.8,259.185
3.802,6.2832,3.802,6.2219,,3.802,280.2,3.802,275.856,,3.802,28.02,3.802,27.4709,,3.802,6.2832,3.802,5.03152,,3.802,280.2,3.802,259.491
3.804,6.2832,3.804,6.2219,,3.804,280.4,3.804,276.046,,3.804,28.04,3.804,27.4893,,3.804,6.2832,3.804,5.03459,,3.804,280.4,3.804,259.804
3.806,6.2832,3.806,6.2219,,3.806,280.6,3.806,276.24,,3.806,28.06,3.806,27.5077,,3.806,6.2832,3.806,5.04072,,3.806,280.6,3.806,260.114
3.808,6.2832,3.808,6.2219,,3.808,280.8,3.808,276.433,,3.808,28.08,3.808,27.5292,,3.808,6.2832,3.808,5.04686,,3.808,280.8,3.808,260.427
3.81,6.2832,3.81,6.2219,,3.81,281,3.81,276.62,,3.81,28.1,3.81,27.5476,,3.81,6.2832,3.81,5.053,,3.81,281,3.81,260.74
3.812,6.2832,3.812,6.2219,,3.812,281.2,3.812,276.81,,3.812,28.12,3.812,27.566,,3.812,6.2832,3.812,5.05913,,3.812,281.2,3.812,261.056
3.814,6.2832,3.814,6.2219,,3.814,281.4,3.814,276.997,,3.814,28.14,3.814,27.5875,,3.814,6.2832,3.814,5.06527,,3.814,281.4,3.814,261.378
3.816,6.2832,3.816,6.2219,,3.816,281.6,3.816,277.191,,3.816,28.16,3.816,27.6059,,3.816,6.2832,3.816,5.0714,,3.816,281.6,3.816,261.694
3.818,6.2832,3.818,6.2219,,3.818,281.8,3.818,277.381,,3.818,28.18,3.818,27.6243,,3.818,6.2832,3.818,5.08061,,3.818,281.8,3.818,262.013
3.82,6.2832,3.82,6.2219,,3.82,282,3.82,277.571,,3.82,28.2,3.82,27.6457,,3.82,6.2832,3.82,5.08674,,3.82,282,3.82,262.329
3.822,6.2832,3.822,6.2219,,3.822,282.2,3.822,277.761,,3.822,28.22,3.822,27.6642,,3.822,6.2832,3.822,5.09595,,3.822,282.2,3.822,262.645
3.824,6.2832,3.824,6.2219,,3.824,282.4,3.824,277.952,,3.824,28.24,3.824,27.6826,,3.824,6.2832,3.824,5.10208,,3.824,282.4,3.824,262.967
3.826,6.2832,3.826,6.2219,,3.826,282.6,3.826,278.142,,3.826,28.26,3.826,27.704,,3.826,6.2832,3.826,5.11129,,3.826,282.6,3.826,263.287
3.828,6.2832,3.828,6.2219,,3.828,282.8,3.828,278.332,,3.828,28.28,3.828,27.7224,,3.828,6.2832,3.828,5.12049,,3.828,282.8,3.828,263.609
3.83,6.2832,3.83,6.2219,,3.83,283,3.83,278.522,,3.83,28.3,3.83,27.7409,,3.83,6.2832,3.83,5.12663,,3.83,283,3.83,263.934
3.832,6.2832,3.832,6.2219,,3.832,283.2,3.832,278.719,,3.832,28.32,3.832,27.7623,,3.832,6.2832,3.832,5.13583,,3.832,283.2,3.832,264.259
3.834,6.2832,3.834,6.2219,,3.834,283.4,3.834,278.912,,3.834,28.34,3.834,27.7807,,3.834,6.2832,3.834,5.14504,,3.834,283.4,3.834,264.581
3.836,6.2832,3.836,6.2219,,3.836,283.6,3.836,279.102,,3.836,28.36,3.836,27.8022,,3.836,6.2832,3.836,5.15424,,3.836,283.6,3.836,264.903
3.838,6.2832,3.838,6.2219,,3.838,283.8,3.838,279.292,,3.838,28.38,3.838,27.8206,,3.838,6.2832,3.838,5.16344,,3.838,283.8,3.838,265.226
3.84,6.2832,3.84,6.2219,,3.84,284,3.84,279.483,,3.84,28.4,3.84,27.839,,3.84,6.2832,3.84,5.17265,,3.84,284,3.84,265.551
3.842,6.2832,3.842,6.2219,,3.842,284.2,3.842,279.673,,3.842,28.42,3.842,27.8605,,3.842,6.2832,3.842,5.18185,,3.842,284.2,3.842,265.882
3.844,6.2832,3.844,6.2219,,3.844,284.4,3.844,279.872,,3.844,28.44,3.844,27.8789,,3.844,6.2832,3.844,5.19106,,3.844,284.4,3.844,266.21
3.846,6.2832,3.846,6.2219,,3.846,284.6,3.846,280.059,,3.846,28.46,3.846,27.9004,,3.846,6.2832,3.846,5.20026,,3.846,284.6,3.846,266.536
3.848,6.2832,3.848,6.2219,,3.848,284.8,3.848,280.253,,3.848,28.48,3.848,27.9188,,3.848,6.2832,3.848,5.20946,,3.848,284.8,3.848,266.861
3.85,6.2832,3.85,6.2219,,3.85,285,3.85,280.443,,3.85,28.5,3.85,27.9372,,3.85,6.2832,3.85,5.22174,,3.85,285,3.85,267.189
3.852,6.2832,3.852,6.2219,,3.852,285.2,3.852,280.633,,3.852,28.52,3.852,27.9587,,3.852,6.2832,3.852,5.23094,,3.852,285.2,3.852,267.517
3.854,6.2832,3.854,6.2219,,3.854,285.4,3.854,280.826,,3.854,28.54,3.854,27.9771,,3.854,6.2832,3.854,5.24321,,3.854,285.4,3.854,267.849
3.856,6.2832,3.856,6.2219,,3.856,285.6,3.856,281.02,,3.856,28.56,3.856,27.9955,,3.856,6.2832,3.856,5.25242,,3.856,285.6,3.856,268.18
3.858,6.2832,3.858,6.2219,,3.858,285.8,3.858,281.21,,3.858,28.58,3.858,28.017,,3.858,6.2832,3.858,5.26469,,3.858,285.8,3.858,268.524
3.86,6.2832,3.86,6.2219,,3.86,286,3.86,281.409,,3.86,28.6,3.86,28.0354,,3.86,6.2832,3.86,5.27389,,3.86,286,3.86,268.855
3.862,6.2832,3.862,6.2219,,3.862,286.2,3.862,281.599,,3.862,28.62,3.862,28.0569,,3.862,6.2832,3.862,5.28616,,3.862,286.2,3.862,269.183
3.864,6.2832,3.864,6.2219,,3.864,286.4,3.864,281.79,,3.864,28.64,3.864,28.0753,,3.864,6.2832,3.864,5.29844,,3.864,286.4,3.864,269.518
3.866,6.2832,3.866,6.2219,,3.866,286.6,3.866,281.983,,3.866,28.66,3.866,28.0967,,3.866,6.2832,3.866,5.31071,,3.866,286.6,3.866,269.849
3.868,6.2832,3.868,6.2219,,3.868,286.8,3.868,282.176,,3.868,28.68,3.868,28.1152,,3.868,6.2832,3.868,5.32298,,3.868,286.8,3.868,270.183
3.87,6.2832,3.87,6.2219,,3.87,287,3.87,282.37,,3.87,28.7,3.87,28.1336,,3.87,6.2832,3.87,5.33218,,3.87,287,3.87,270.521
3.872,6.2832,3.872,6.2219,,3.872,287.2,3.872,282.56,,3.872,28.72,3.872,28.155,,3.872,6.2832,3.872,5.34446,,3.872,287.2,3.872,270.855
3.874,6.2832,3.874,6.2219,,3.874,287.4,3.874,282.756,,3.874,28.74,3.874,28.1734,,3.874,6.2832,3.874,5.35673,,3.874,287.4,3.874,271.199
3.876,6.2832,3.876,6.2219,,3.876,287.6,3.876,282.952,,3.876,28.76,3.876,28.1949,,3.876,6.2832,3.876,5.369,,3.876,287.6,3.876,271.539
3.878,6.2832,3.878,6.2219,,3.878,287.8,3.878,283.146,,3.878,28.78,3.878,28.2133,,3.878,6.2832,3.878,5.38127,,3.878,287.8,3.878,271.874
3.88,6.2832,3.88,6.2219,,3.88,288,3.88,283.339,,3.88,28.8,3.88,28.2317,,3.88,6.2832,3.88,5.39354,,3.88,288,3.88,272.214
3.882,6.2832,3.882,6.2219,,3.882,288.2,3.882,283.532,,3.882,28.82,3.882,28.2532,,3.882,6.2832,3.882,5.40888,,3.882,288.2,3.882,272.552
3.884,6.2832,3.884,6.2219,,3.884,288.4,3.884,283.726,,3.884,28.84,3.884,28.2716,,3.884,6.2832,3.884,5.42116,,3.884,288.4,3.884,272.889
3.886,6.2832,3.886,6.2219,,3.886,288.6,3.886,283.919,,3.886,28.86,3.886,28.2931,,3.886,6.2832,3.886,5.43343,,3.886,288.6,3.886,273.233
3.888,6.2832,3.888,6.2219,,3.888,288.8,3.888,284.118,,3.888,28.88,3.888,28.3115,,3.888,6.2832,3.888,5.4457,,3.888,288.8,3.888,273.574
3.89,6.2832,3.89,6.2219,,3.89,289,3.89,284.308,,3.89,28.9,3.89,28.333,,3.89,6.2832,3.89,5.46104,,3.89,289,3.89,273.92
3.892,6.2832,3.892,6.2219,,3.892,289.2,3.892,284.502,,3.892,28.92,3.892,28.3514,,3.892,6.2832,3.892,5.47331,,3.892,289.2,3.892,274.267
3.894,6.2832,3.894,6.2219,,3.894,289.4,3.894,284.698,,3.894,28.94,3.894,28.3729,,3.894,6.2832,3.894,5.48558,,3.894,289.4,3.894,274.607
3.896,6.2832,3.896,6.2219,,3.896,289.6,3.896,284.891,,3.896,28.96,3.896,28.3913,,3.896,6.2832,3.896,5.50092,,3.896,289.6,3.896,274.954
3.898,6.2832,3.898,6.2219,,3.898,289.8,3.898,285.088,,3.898,28.98,3.898,28.4127,,3.898,6.2832,3.898,5.5132,,3.898,289.8,3.898,275.295
3.9,6.2832,3.9,6.2219,,3.9,290,3.9,285.281,,3.9,29,3.9,28.4312,,3.9,6.2832,3.9,5.52854,,3.9,290,3.9,275.638
3.902,6.2832,3.902,6.2219,,3.902,290.2,3.902,285.477,,3.902,29.02,3.902,28.4496,,3.902,6.2832,3.902,5.54081,,3.902,290.2,3.902,275.991
3.904,6.2832,3.904,6.2219,,3.904,290.4,3.904,285.677,,3.904,29.04,3.904,28.471,,3.904,6.2832,3.904,5.55615,,3.904,290.4,3.904,276.341
3.906,6.2832,3.906,6.2219,,3.906,290.6,3.906,285.873,,3.906,29.06,3.906,28.4894,,3.906,6.2832,3.906,5.56842,,3.906,290.6,3.906,276.685
3.908,6.2832,3.908,6.2219,,3.908,290.8,3.908,286.066,,3.908,29.08,3.908,28.5109,,3.908,6.2832,3.908,5.58376,,3.908,290.8,3.908,277.031
3.91,6.2832,3.91,6.2219,,3.91,291,3.91,286.26,,3.91,29.1,3.91,28.5293,,3.91,6.2832,3.91,5.59603,,3.91,291,3.91,277.378
3.912,6.2832,3.912,6.2219,,3.912,291.2,3.912,286.456,,3.912,29.12,3.912,28.5508,,3.912,6.2832,3.912,5.61137,,3.912,291.2,3.912,277.728
3.914,6.2832,3.914,6.2219,,3.914,291.4,3.914,286.652,,3.914,29.14,3.914,28.5692,,3.914,6.2832,3.914,5.62364,,3.914,291.4,3.914,278.077
3.916,6.2832,3.916,6.2219,,3.916,291.6,3.916,286.849,,3.916,29.16,3.916,28.5907,,3.916,6.2832,3.916,5.63898,,3.916,291.6,3.916,278.427
3.918,6.2832,3.918,6.2219,,3.918,291.8,3.918,287.045,,3.918,29.18,3.918,28.6091,,3.918,6.2832,3.918,5.65432,,3.918,291.8,3.918,278.789
3.92,6.2832,3.92,6.2219,,3.92,292,3.92,287.245,,3.92,29.2,3.92,28.6306,,3.92,6.2832,3.92,5.6666,,3.92,292,3.92,279.142
3.922,6.2832,3.922,6.2219,,3.922,292.2,3.922,287.444,,3.922,29.22,3.922,28.649,,3.922,6.2832,3.922,5.68194,,3.922,292.2,3.922,279.486
3.924,6.2832,3.924,6.2219,,3.924,292.4,3.924,287.637,,3.924,29.24,3.924,28.6705,,3.924,6.2832,3.924,5.69728,,3.924,292.4,3.924,279.841
3.926,6.2832,3.926,6.2219,,3.926,292.6,3.926,287.831,,3.926,29.26,3.926,28.6889,,3.926,6.2832,3.926,5.71262,,3.926,292.6,3.926,280.191
3.928,6.2832,3.928,6.2219,,3.928,292.8,3.928,288.027,,3.928,29.28,3.928,28.7103,,3.928,6.2832,3.928,5.72489,,3.928,292.8,3.928,280.544
3.93,6.2832,3.93,6.2219,,3.93,293,3.93,288.226,,3.93,29.3,3.93,28.7288,,3.93,6.2832,3.93,5.74023,,3.93,293,3.93,280.9
3.932,6.2832,3.932,6.2219,,3.932,293.2,3.932,288.426,,3.932,29.32,3.932,28.7502,,3.932,6.2832,3.932,5.75557,,3.932,293.2,3.932,281.256
3.934,6.2832,3.934,6.2219,,3.934,293.4,3.934,288.622,,3.934,29.34,3.934,28.7717,,3.934,6.2832,3.934,5.77091,,3.934,293.4,3.934,281.618
3.936,6.2832,3.936,6.2219,,3.936,293.6,3.936,288.818,,3.936,29.36,3.936,28.7901,,3.936,6.2832,3.936,5.78318,,3.936,293.6,3.936,281.974
3.938,6.2832,3.938,6.2219,,3.938,293.8,3.938,289.015,,3.938,29.38,3.938,28.8085,,3.938,6.2832,3.938,5.79852,,3.938,293.8,3.938,282.33
3.94,6.2832,3.94,6.2219,,3.94,294,3.94,289.211,,3.94,29.4,3.94,28.83,,3.94,6.2832,3.94,5.81386,,3.94,294,3.94,282.686
3.942,6.2832,3.942,6.2219,,3.942,294.2,3.942,289.414,,3.942,29.42,3.942,28.8484,,3.942,6.2832,3.942,5.8292,,3.942,294.2,3.942,283.041
3.944,6.2832,3.944,6.2219,,3.944,294.4,3.944,289.61,,3.944,29.44,3.944,28.8699,,3.944,6.2832,3.944,5.84454,,3.944,294.4,3.944,283.4
3.946,6.2832,3.946,6.2219,,3.946,294.6,3.946,289.809,,3.946,29.46,3.946,28.8883,,3.946,6.2832,3.946,5.85681,,3.946,294.6,3.946,283.759
3.948,6.2832,3.948,6.2219,,3.948,294.8,3.948,290.006,,3.948,29.48,3.948,28.9098,,3.948,6.2832,3.948,5.87215,,3.948,294.8,3.948,284.118
3.95,6.2832,3.95,6.2219,,3.95,295,3.95,290.202,,3.95,29.5,3.95,28.9312,,3.95,6.2832,3.95,5.88749,,3.95,295,3.95,284.486
3.952,6.2832,3.952,6.2219,,3.952,295.2,3.952,290.402,,3.952,29.52,3.952,28.9496,,3.952,6.2832,3.952,5.90283,,3.952,295.2,3.952,284.848
3.954,6.2832,3.954,6.2219,,3.954,295.4,3.954,290.601,,3.954,29.54,3.954,28.9711,,3.954,6.2832,3.954,5.91817,,3.954,295.4,3.954,285.207
3.956,6.2832,3.956,6.2219,,3.956,295.6,3.956,290.8,,3.956,29.56,3.956,28.9895,,3.956,6.2832,3.956,5.93044,,3.956,295.6,3.956,285.569
3.958,6.2832,3.958,6.2219,,3.958,295.8,3.958,291.003,,3.958,29.58,3.958,29.011,,3.958,6.2832,3.958,5.94578,,3.958,295.8,3.958,285.928
3.96,6.2832,3.96,6.2219,,3.96,296,3.96,291.199,,3.96,29.6,3.96,29.0294,,3.96,6.2832,3.96,5.96112,,3.96,296,3.96,286.29
3.962,6.2832,3.962,6.2219,,3.962,296.2,3.962,291.399,,3.962,29.62,3.962,29.0509,,3.962,6.2832,3.962,5.97646,,3.962,296.2,3.962,286.662
3.964,6.2832,3.964,6.2219,,3.964,296.4,3.964,291.598,,3.964,29.64,3.964,29.0693,,3.964,6.2832,3.964,5.98874,,3.964,296.4,3.964,287.027
3.966,6.2832,3.966,6.2219,,3.966,296.6,3.966,291.794,,3.966,29.66,3.966,29.0908,,3.966,6.2832,3.966,6.00408,,3.966,296.6,3.966,287.389
3.968,6.2832,3.968,6.2219,,3.968,296.8,3.968,291.997,,3.968,29.68,3.968,29.1123,,3.968,6.2832,3.968,6.01942,,3.968,296.8,3.968,287.751
3.97,6.2832,3.97,6.2219,,3.97,297,3.97,292.196,,3.97,29.7,3.97,29.1307,,3.97,6.2832,3.97,6.03476,,3.97,297,3.97,288.116
3.972,6.2832,3.972,6.2219,,3.972,297.2,3.972,292.396,,3.972,29.72,3.972,29.1521,,3.972,6.2832,3.972,6.04703,,3.972,297.2,3.972,288.481
3.974,6.2832,3.974,6.2219,,3.974,297.4,3.974,292.601,,3.974,29.74,3.974,29.1705,,3.974,6.2832,3.974,6.06237,,3.974,297.4,3.974,288.846
3.976,6.2832,3.976,6.2219,,3.976,297.6,3.976,292.801,,3.976,29.76,3.976,29.192,,3.976,6.2832,3.976,6.07771,,3.976,297.6,3.976,289.211
3.978,6.2832,3.978,6.2219,,3.978,297.8,3.978,293,,3.978,29.78,3.978,29.2104,,3.978,6.2832,3.978,6.08998,,3.978,297.8,3.978,289.585
3.98,6.2832,3.98,6.2219,,3.98,298,3.98,293.196,,3.98,29.8,3.98,29.2319,,3.98,6.2832,3.98,6.10532,,3.98,298,3.98,289.951
3.982,6.2832,3.982,6.2219,,3.982,298.2,3.982,293.396,,3.982,29.82,3.982,29.2534,,3.982,6.2832,3.982,6.12066,,3.982,298.2,3.982,290.316
3.984,6.2832,3.984,6.2219,,3.984,298.4,3.984,293.598,,3.984,29.84,3.984,29.2718,,3.984,6.2832,3.984,6.13293,,3.984,298.4,3.984,290.681
3.986,6.2832,3.986,6.2219,,3.986,298.6,3.986,293.798,,3.986,29.86,3.986,29.2933,,3.986,6.2832,3.986,6.14827,,3.986,298.6,3.986,291.046
3.988,6.2832,3.988,6.2219,,3.988,298.8,3.988,294,,3.988,29.88,3.988,29.3117,,3.988,6.2832,3.988,6.16361,,3.988,298.8,3.988,291.411
3.99,6.2832,3.99,6.2219,,3.99,299,3.99,294.206,,3.99,29.9,3.99,29.3331,,3.99,6.2832,3.99,6.17588,,3.99,299,3.99,291.776
3.992,6.2832,3.992,6.2219,,3.992,299.2,3.992,294.405,,3.992,29.92,3.992,29.3546,,3.992,6.2832,3.992,6.19122,,3.992,299.2,3.992,292.141
3.994,6.2832,3.994,6.2219,,3.994,299.4,3.994,294.605,,3.994,29.94,3.994,29.373,,3.994,6.2832,3.994,6.2035,,3.994,299.4,3.994,292.515
3.996,6.2832,3.996,6.2219,,3.996,299.6,3.996,294.807,,3.996,29.96,3.996,29.3945,,3.996,6.2832,3.996,6.21884,,3.996,299.6,3.996,292.88
3.998,6.2832,3.998,6.2219,,3.998,299.8,3.998,295.007,,3.998,29.98,3.998,29.4129,,3.998,6.2832,3.998,6.23418,,3.998,299.8,3.998,293.246
4,6.2832,4,6.2219,,4,300,4,295.209,,4,30,4,29.4344,,4,6.2832,4,6.24645,,4,300,4,293.608
4.002,6.2832,4.002,6.2219,,4.002,300.2,4.002,295.409,,4.002,30.02,4.002,29.4559,,4.002,6.2832,4.002,6.26179,,4.002,300.2,4.002,293.973
4.004,6.2832,4.004,6.2219,,4.004,300.4,4.004,295.611,,4.004,30.04,4.004,29.4743,,4.004,6.2832,4.004,6.27406,,4.004,300.4,4.004,294.338
4.006,6.2832,4.006,6.2219,,4.006,300.6,4.006,295.817,,4.006,30.06,4.006,29.4958,,4.006,6.2832,4.006,6.28633,,4.006,300.6,4.006,294.712
4.008,6.2832,4.008,6.2219,,4.008,300.8,4.008,296.019,,4.008,30.08,4.008,29.5172,,4.008,6.2832,4.008,6.30167,,4.008,300.8,4.008,295.071
4.01,6.2832,4.01,6.2219,,4.01,301,4.01,296.218,,4.01,30.1,4.01,29.5356,,4.01,6.2832,4.01,6.31394,,4.01,301,4.01,295.433
4.012,6.2832,4.012,6.2219,,4.012,301.2,4.012,296.421,,4.012,30.12,4.012,29.5571,,4.012,6.2832,4.012,6.32622,,4.012,301.2,4.012,295.792
4.014,6.2832,4.014,6.2219,,4.014,301.4,4.014,296.623,,4.014,30.14,4.014,29.5755,,4.014,6.2832,4.014,6.34156,,4.014,301.4,4.014,296.154
4.016,6.2832,4.016,6.2219,,4.016,301.6,4.016,296.823,,4.016,30.16,4.016,29.597,,4.016,6.2832,4.016,6.35383,,4.016,301.6,4.016,296.516
4.018,6.2832,4.018,6.2219,,4.018,301.8,4.018,297.035,,4.018,30.18,4.018,29.6154,,4.018,6.2832,4.018,6.3661,,4.018,301.8,4.018,296.878
4.02,6.2832,4.02,6.2219,,4.02,302,4.02,297.234,,4.02,30.2,4.02,29.6369,,4.02,6.2832,4.02,6.38144,,4.02,302,4.02,297.24
4.022,6.2832,4.022,6.2219,,4.022,302.2,4.022,297.433,,4.022,30.22,4.022,29.6584,,4.022,6.2832,4.022,6.39371,,4.022,302.2,4.022,297.611
4.024,6.2832,4.024,6.2219,,4.024,302.4,4.024,297.636,,4.024,30.24,4.024,29.6798,,4.024,6.2832,4.024,6.40598,,4.024,302.4,4.024,297.976
4.026,6.2832,4.026,6.2219,,4.026,302.6,4.026,297.838,,4.026,30.26,4.026,29.6982,,4.026,6.2832,4.026,6.41826,,4.026,302.6,4.026,298.332
4.028,6.2832,4.028,6.2219,,4.028,302.8,4.028,298.041,,4.028,30.28,4.028,29.7197,,4.028,6.2832,4.028,6.43053,,4.028,302.8,4.028,298.691
4.03,6.2832,4.03,6.2219,,4.03,303,4.03,298.246,,4.03,30.3,4.03,29.7381,,4.03,6.2832,4.03,6.4428,,4.03,303,4.03,299.05
4.032,6.2832,4.032,6.2219,,4.032,303.2,4.032,298.449,,4.032,30.32,4.032,29.7596,,4.032,6.2832,4.032,6.45507,,4.032,303.2,4.032,299.412
4.034,6.2832,4.034,6.2219,,4.034,303.4,4.034,298.658,,4.034,30.34,4.034,29.778,,4.034,6.2832,4.034,6.46734,,4.034,303.4,4.034,299.771
4.036,6.2832,4.036,6.2219,,4.036,303.6,4.036,298.86,,4.036,30.36,4.036,29.7995,,4.036,6.2832,4.036,6.47962,,4.036,303.6,4.036,300.133
4.038,6.2832,4.038,6.2219,,4.038,303.8,4.038,299.063,,4.038,30.38,4.038,29.821,,4.038,6.2832,4.038,6.49189,,4.038,303.8,4.038,300.498
4.04,6.2832,4.04,6.2219,,4.04,304,4.04,299.265,,4.04,30.4,4.04,29.8424,,4.04,6.2832,4.04,6.50416,,4.04,304,4.04,300.857
4.042,6.2832,4.042,6.2219,,4.042,304.2,4.042,299.467,,4.042,30.42,4.042,29.8608,,4.042,6.2832,4.042,6.51643,,4.042,304.2,4.042,301.213
4.044,6.2832,4.044,6.2219,,4.044,304.4,4.044,299.673,,4.044,30.44,4.044,29.8823,,4.044,6.2832,4.044,6.5287,,4.044,304.4,4.044,301.569
4.046,6.2832,4.046,6.2219,,4.046,304.6,4.046,299.876,,4.046,30.46,4.046,29.9038,,4.046,6.2832,4.046,6.54098,,4.046,304.6,4.046,301.928
4.048,6.2832,4.048,6.2219,,4.048,304.8,4.048,300.081,,4.048,30.48,4.048,29.9222,,4.048,6.2832,4.048,6.55018,,4.048,304.8,4.048,302.281
