Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad)
2.692,6.2832,2.692,6.34462,,2.692,6.2832,2.692,6.34462,,2.692,16.92,2.692,16.423
2.694,6.2832,2.694,6.34462,,2.694,6.2832,2.694,6.34462,,2.694,16.94,2.694,16.4445
2.696,6.2832,2.696,6.34462,,2.696,6.2832,2.696,6.34462,,2.696,16.96,2.696,16.4629
2.698,6.2832,2.698,6.34462,,2.698,6.2832,2.698,6.34462,,2.698,16.98,2.698,16.4844
2.7,6.2832,2.7,6.34462,,2.7,6.2832,2.7,6.34462,,2.7,17,2.7,16.5028
2.702,6.2832,2.702,6.34462,,2.702,6.2832,2.702,6.34462,,2.702,17.02,2.702,16.5212
2.704,6.2832,2.704,6.34462,,2.704,6.2832,2.704,6.34462,,2.704,17.04,2.704,16.5427
2.706,6.2832,2.706,6.34462,,2.706,6.2832,2.706,6.34462,,2.706,17.06,2.706,16.5611
2.708,6.2832,2.708,6.34462,,2.708,6.2832,2.708,6.34462,,2.708,17.08,2.708,16.5825
2.71,6.2832,2.71,6.34462,,2.71,6.2832,2.71,6.34462,,2.71,17.1,2.71,16.6009
2.712,6.2832,2.712,6.34462,,2.712,6.2832,2.712,6.34462,,2.712,17.12,2.712,16.6194
2.714,6.2832,2.714,6.34462,,2.714,6.2832,2.714,6.34462,,2.714,17.14,2.714,16.6408
2.716,6.2832,2.716,6.34462,,2.716,6.2832,2.716,6.34462,,2.716,17.16,2.716,16.6592
2.718,6.2832,2.718,6.34462,,2.718,6.2832,2.718,6.34462,,2.718,17.18,2.718,16.6776
2.72,6.2832,2.72,6.34462,,2.72,6.2832,2.72,6.34462,,2.72,17.2,2.72,16.6961
2.722,6.2832,2.722,6.34462,,2.722,6.2832,2.722,6.34462,,2.722,17.22,2.722,16.7175
2.724,6.2832,2.724,6.34462,,2.724,6.2832,2.724,6.34462,,2.724,17.24,2.724,16.7359
2.726,6.2832,2.726,6.34462,,2.726,6.2832,2.726,6.34462,,2.726,17.26,2.726,16.7543
2.728,6.2832,2.728,6.34462,,2.728,6.2832,2.728,6.34462,,2.728,17.28,2.728,16.7758
2.73,6.2832,2.73,6.34462,,2.73,6.2832,2.73,6.34462,,2.73,17.3,2.73,16.7942
2.732,6.2832,2.732,6.34462,,2.732,6.2832,2.732,6.34462,,2.732,17.32,2.732,16.8126
