Time (s),Volt (V)
5.87E-06,-1.13E-01
5.87E-06,-1.12E-01
5.87E-06,-1.12E-01
5.88E-06,-1.13E-01
5.88E-06,-1.13E-01
5.88E-06,-1.11E-01
5.88E-06,-1.11E-01
5.88E-06,-1.10E-01
5.88E-06,-1.12E-01
5.88E-06,-1.13E-01
5.88E-06,-1.13E-01
5.88E-06,-1.14E-01
5.88E-06,-1.13E-01
5.89E-06,-1.11E-01
5.89E-06,-1.10E-01
5.89E-06,-1.12E-01
5.89E-06,-1.13E-01
5.89E-06,-1.09E-01
5.89E-06,-1.09E-01
5.89E-06,-1.09E-01
5.89E-06,-1.09E-01
5.89E-06,-1.10E-01
5.89E-06,-1.11E-01
5.90E-06,-1.12E-01
5.90E-06,-1.13E-01
5.90E-06,-1.12E-01
5.90E-06,-1.11E-01
5.90E-06,-1.10E-01
5.90E-06,-1.12E-01
5.90E-06,-1.11E-01
5.90E-06,-1.08E-01
5.90E-06,-1.08E-01
5.90E-06,-1.12E-01
5.91E-06,-1.13E-01
5.91E-06,-1.13E-01
5.91E-06,-1.12E-01
5.91E-06,-1.11E-01
5.91E-06,-1.12E-01
5.91E-06,-1.11E-01
5.91E-06,-1.11E-01
5.91E-06,-1.09E-01
5.91E-06,-1.11E-01
5.91E-06,-1.12E-01
5.92E-06,-1.11E-01
5.92E-06,-1.09E-01
5.92E-06,-1.12E-01
5.92E-06,-1.14E-01
5.92E-06,-1.13E-01
5.92E-06,-1.13E-01
5.92E-06,-1.13E-01
5.92E-06,-1.13E-01
5.92E-06,-1.12E-01
5.92E-06,-1.09E-01
5.93E-06,-1.12E-01
5.93E-06,-1.14E-01
5.93E-06,-1.12E-01
5.93E-06,-1.13E-01
5.93E-06,-1.13E-01
5.93E-06,-1.09E-01
5.93E-06,-1.09E-01
5.93E-06,-1.09E-01
5.93E-06,-1.10E-01
5.93E-06,-1.11E-01
5.94E-06,-1.12E-01
5.94E-06,-1.13E-01
5.94E-06,-1.11E-01
5.94E-06,-1.11E-01
5.94E-06,-1.12E-01
